img_name,left_front_wheel,lfw_x,lfw_y,left_back_wheel,lbw_x,lbw_y,left_armor,la_x,la_y,front,f_x,f_y,right_front_wheel,rfw_x,rfw_y,right_back_wheel,rbw_x,rbw_y,right_armor,ra_x,ra_y,back,b_x,b_y
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2000.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.00859375,0.116666667
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2001.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00234375,0.119907407
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2002.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.012760417,0.123148148
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2003.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022916667,0.127314815
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2004.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032291667,0.131018519
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2005.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.041927083,0.134259259
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2006.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0.137962963
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2007.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058333333,0.141666667
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2008.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.065104167,0.14537037
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2009.png,1,-0.102604167,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.071875,0.149537037
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2010.png,1,-0.1046875,0.189351852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.077604167,0.153240741
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2011.png,1,-0.10703125,0.190277778,0,0,0,1,-0.0234375,0.205092593,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0828125,0.156481481
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2012.png,1,-0.109114583,0.189814815,0,0,0,1,-0.021875,0.206481481,0,0,0,0,0,0,0,0,0,0,0,0,1,0.086979167,0.160185185
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2013.png,1,-0.111197917,0.191666667,0,0,0,1,-0.0203125,0.20787037,0,0,0,0,0,0,0,0,0,0,0,0,1,0.090625,0.163888889
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2014.png,1,-0.1125,0.191203704,0,0,0,1,-0.019270833,0.209259259,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09296875,0.16712963
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2015.png,1,-0.113802083,0.19212963,1,0.028385417,0.157407407,1,-0.01796875,0.211111111,0,0,0,0,0,0,0,0,0,0,0,0,1,0.094791667,0.17037037
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2016.png,1,-0.114583333,0.191666667,1,0.036458333,0.160185185,1,-0.016927083,0.212037037,0,0,0,0,0,0,0,0,0,0,0,0,1,0.095572917,0.173611111
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2017.png,1,-0.11484375,0.191666667,1,0.04453125,0.1625,1,-0.015885417,0.212962963,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0953125,0.177314815
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2018.png,1,-0.114322917,0.190740741,1,0.0515625,0.164814815,1,-0.015364583,0.214351852,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09453125,0.181018519
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2019.png,1,-0.11328125,0.190740741,1,0.0578125,0.167592593,1,-0.01484375,0.215740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2020.png,1,-0.111979167,0.190277778,1,0.06328125,0.17037037,1,-0.014322917,0.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2021.png,1,-0.11015625,0.190277778,1,0.067447917,0.173148148,1,-0.0140625,0.217592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2022.png,1,-0.1078125,0.190740741,1,0.070572917,0.176388889,1,-0.0140625,0.218981481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2023.png,1,-0.104947917,0.189814815,1,0.072395833,0.178703704,1,-0.014583333,0.219444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2024.png,1,-0.101822917,0.190277778,1,0.073697917,0.181481481,1,-0.015104167,0.221296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2025.png,1,0.072916667,0.181944444,1,0.0734375,0.183796296,1,-0.01640625,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2026.png,1,0.073958333,0.180555556,1,0.07265625,0.186574074,1,-0.017447917,0.223148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2027.png,1,-0.091145833,0.189814815,1,0.07109375,0.188888889,1,-0.019270833,0.224074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2028.png,1,-0.0875,0.189814815,1,0.068229167,0.191203704,1,-0.02109375,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
4variationblur2029.png,1,-0.084635417,0.189351852,1,0.064583333,0.193981481,1,-0.023697917,0.225925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,
