img_name,left_front_wheel,lfw_x,lfw_y,left_back_wheel,lbw_x,lbw_y,left_armor,la_x,la_y,front,f_x,f_y,right_front_wheel,rfw_x,rfw_y,right_back_wheel,rbw_x,rbw_y,right_armor,ra_x,ra_y,back,b_x,b_y
4variationblur4000.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.106770833,0.158796296,1,-0.083854167,0.140740741,1,-0.0140625,0.203240741,1,-0.158072917,0.175462963
4variationblur4001.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.108854167,0.156944444,1,-0.09296875,0.143981482,1,-0.014322917,0.203703704,1,-0.157291667,0.178703704
4variationblur4002.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.110416667,0.156018519,1,-0.101302083,0.149537037,1,-0.014583333,0.205092593,1,-0.15546875,0.181944444
4variationblur4003.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1109375,0.156018519,1,-0.109114583,0.154166667,1,-0.015104167,0.205555556,0,0,0
4variationblur4004.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.109635417,0.154166667,1,-0.116666667,0.15787037,1,-0.015625,0.206018519,0,0,0
4variationblur4005.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.107552083,0.153703704,1,-0.123177083,0.161574074,1,-0.01640625,0.207407407,0,0,0
4variationblur4006.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.103645833,0.152777778,1,-0.129166667,0.165740741,1,-0.017447917,0.208333333,0,0,0
4variationblur4007.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09921875,0.152314815,1,-0.134375,0.168055556,1,-0.018229167,0.208333333,0,0,0
4variationblur4008.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.093489583,0.151388889,1,-0.138541667,0.171759259,1,-0.01953125,0.209722222,0,0,0
4variationblur4009.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.087239583,0.150462963,1,-0.141927083,0.175462963,1,-0.020833333,0.211574074,0,0,0
4variationblur4010.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0796875,0.148611111,1,-0.144791667,0.177777778,1,-0.02265625,0.211574074,0,0,0
4variationblur4011.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07109375,0.147685185,1,-0.146614583,0.181018519,1,-0.024479167,0.2125,0,0,0
4variationblur4012.png,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0.147222222,1,-0.147916667,0.183796296,1,-0.026302083,0.213425926,0,0,0
4variationblur4013.png,0,0,0,0,0,0,0,0,0,1,0.10859375,0.168518519,1,0.053125,0.147222222,1,-0.147916667,0.186574074,1,-0.028125,0.215277778,0,0,0
4variationblur4014.png,0,0,0,0,0,0,0,0,0,1,0.107291667,0.168055556,1,0.044270833,0.146759259,1,-0.147135417,0.190277778,1,-0.029947917,0.216666667,0,0,0
4variationblur4015.png,0,0,0,0,0,0,0,0,0,1,0.104947917,0.168055556,1,0.034114583,0.148611111,1,-0.14609375,0.194444444,1,-0.03203125,0.218055556,0,0,0
4variationblur4016.png,0,0,0,0,0,0,0,0,0,1,0.101822917,0.167592593,1,0.02421875,0.149537037,1,-0.14453125,0.198611111,1,-0.03359375,0.218981482,0,0,0
4variationblur4017.png,0,0,0,0,0,0,0,0,0,1,0.098697917,0.16712963,1,0.013541667,0.150925926,1,-0.1421875,0.201388889,1,-0.034895833,0.22037037,0,0,0
4variationblur4018.png,0,0,0,0,0,0,0,0,0,1,0.09453125,0.16712963,1,0.00390625,0.153703704,1,-0.13984375,0.205555556,1,-0.036197917,0.222222222,0,0,0
4variationblur4019.png,0,0,0,0,0,0,0,0,0,1,0.090364583,0.16712963,1,-0.005729167,0.155555556,1,-0.1359375,0.207407407,1,-0.03671875,0.223148148,0,0,0
