label,left_front_wheel,lfw_x,lfw_y,left_back_wheel,lbw_x,lbw_y,left_armor,la_x,la_y,front,f_x,f_y,right_front_wheel,rfw_x,rfw_y,right_back_wheel,rbw_x,rbw_y,right_armor,ra_x,ra_y,back,b_x,b_y
4variation1000.jpg,0,0,0,0,0,0,0,0,0,1,0.1588541667,0.1101851852,1,0.05520833333,0.08055555556,1,-0.1296875,0.1402777778,1,-0.004427083333,0.1671296296,0,0,0
4variation1001.jpg,0,0,0,0,0,0,0,0,0,1,0.1736979167,0.1125,1,0.08229166667,0.08148148148,1,-0.1205729167,0.1375,1,0.009114583333,0.1662037037,0,0,0
4variation1002.jpg,0,0,0,0,0,0,0,0,0,1,0.1875,0.1143518519,1,0.1080729167,0.08055555556,1,-0.1098958333,0.1342592593,1,0.02317708333,0.1652777778,0,0,0
4variation1003.jpg,0,0,0,0,0,0,0,0,0,1,0.2,0.1157407407,1,0.1315104167,0.08101851852,1,-0.09921875,0.1314814815,1,0.03619791667,0.1648148148,0,0,0
4variation1004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15234375,0.0837962963,1,-0.08723958333,0.1277777778,1,0.04947916667,0.1648148148,0,0,0
4variation1005.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1734375,0.08611111111,1,-0.07421875,0.125,1,0.06171875,0.1638888889,0,0,0
4variation1006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1919270833,0.09166666667,1,-0.06145833333,0.1231481481,1,0.0734375,0.1643518519,0,0,0
4variation1007.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2091145833,0.0962962963,1,-0.04791666667,0.1203703704,1,0.08515625,0.1643518519,0,0,0
4variation1008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2276041667,0.09861111111,1,-0.03489583333,0.1175925926,1,0.09609375,0.1634259259,0,0,0
4variation1009.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2408854167,0.1009259259,1,-0.02161458333,0.1162037037,1,0.1059895833,0.1638888889,0,0,0
4variation1010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2528645833,0.1023148148,1,-0.008854166667,0.1148148148,1,0.1153645833,0.1638888889,0,0,0
4variation1011.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2625,0.1032407407,1,0.00390625,0.1143518519,1,0.1236979167,0.1648148148,0,0,0
4variation1012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26875,0.1041666667,1,0.015625,0.1134259259,1,0.13125,0.1643518519,0,0,0
4variation1013.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2744791667,0.1055555556,1,0.0265625,0.1125,1,0.1375,0.1643518519,0,0,0
4variation1014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27890625,0.1078703704,1,0.0359375,0.112037037,1,0.14296875,0.1638888889,0,0,0
4variation1015.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2817708333,0.1111111111,1,0.04375,0.112037037,1,0.14765625,0.1652777778,0,0,0
4variation1016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28359375,0.112962963,1,0.05026041667,0.112962963,1,0.1510416667,0.1657407407,0,0,0
4variation1017.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2846354167,0.1152777778,1,0.05598958333,0.112962963,1,0.15390625,0.1666666667,0,0,0
4variation1018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2856770833,0.1166666667,1,0.0609375,0.112962963,1,0.1559895833,0.1666666667,0,0,0
4variation1019.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2856770833,0.1194444444,1,0.0640625,0.1138888889,1,0.1572916667,0.1675925926,0,0,0
4variation1020.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28515625,0.1217592593,1,0.06666666667,0.1143518519,1,0.1580729167,0.1680555556,0,0,0
4variation1021.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2841145833,0.1231481481,1,0.06875,0.1152777778,1,0.1580729167,0.1689814815,0,0,0
4variation1022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2830729167,0.124537037,1,0.07005208333,0.1162037037,1,0.1578125,0.1694444444,0,0,0
4variation1023.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28125,0.1259259259,1,0.07083333333,0.1162037037,1,0.1572916667,0.1699074074,0,0,0
4variation1024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2796875,0.1273148148,1,0.071875,0.1180555556,1,0.1565104167,0.1703703704,0,0,0
4variation1025.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2778645833,0.1282407407,1,0.07291666667,0.1189814815,1,0.1557291667,0.1717592593,0,0,0
4variation1026.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2765625,0.1291666667,1,0.075,0.1189814815,1,0.1552083333,0.1717592593,0,0,0
4variation1027.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2744791667,0.1300925926,1,0.07838541667,0.1189814815,1,0.1549479167,0.1722222222,1,0.02526041667,0.1490740741
4variation1028.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27265625,0.1305555556,1,0.08203125,0.1189814815,1,0.1546875,0.1722222222,1,0.02604166667,0.15
4variation1029.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2703125,0.1319444444,1,0.0875,0.1189814815,1,0.1549479167,0.1726851852,1,0.0265625,0.1490740741
4variation1030.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2682291667,0.1328703704,1,0.09453125,0.1194444444,1,0.1557291667,0.1731481481,1,0.02760416667,0.1486111111
4variation1031.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2653645833,0.1347222222,1,0.1028645833,0.1189814815,1,0.1565104167,0.1731481481,1,0.03046875,0.1444444444
4variation1032.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2619791667,0.137037037,1,0.11171875,0.1185185185,1,0.1572916667,0.1731481481,1,0.0328125,0.1425925926
4variation1033.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25859375,0.1398148148,1,0.1221354167,0.1189814815,1,0.15859375,0.1740740741,1,0.03723958333,0.1412037037
4variation1034.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2546875,0.1425925926,1,0.1328125,0.1180555556,1,0.1596354167,0.1731481481,1,0.04140625,0.1384259259
4variation1035.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2505208333,0.1449074074,1,0.1440104167,0.1171296296,1,0.1614583333,0.175,1,0.046875,0.137037037
4variation1036.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2455729167,0.1481481481,1,0.1552083333,0.1175925926,0,0,0,1,0.05338541667,0.1351851852
4variation1037.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.240625,0.1513888889,1,0.165625,0.1180555556,0,0,0,1,0.05989583333,0.1342592593
4variation1038.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.234375,0.1546296296,1,0.1770833333,0.1194444444,0,0,0,1,0.06796875,0.1342592593
4variation1039.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1645833333,0.174537037,1,0.07578125,0.1324074074
4variation1040.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1643229167,0.174537037,1,0.08411458333,0.1310185185
4variation1041.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1643229167,0.1763888889,1,0.09348958333,0.1300925926
4variation1042.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10234375,0.1291666667
4variation1043.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111979167,0.1287037037
4variation1044.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1205729167,0.1282407407
4variation1045.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12890625,0.1287037037
4variation1046.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1375,0.1277777778
4variation1047.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1442708333,0.1287037037
4variation1048.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1510416667,0.1287037037
4variation1049.jpg,1,-0.01354166667,0.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1567708333,0.1287037037
