img_name,left_front_wheel,lfw_x,lfw_y,left_back_wheel,lbw_x,lbw_y,left_armor,la_x,la_y,front,f_x,f_y,right_front_wheel,rfw_x,rfw_y,right_back_wheel,rbw_x,rbw_y,right_armor,ra_x,ra_y,back,b_x,b_y
4variation4000.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1067708333,0.1587962963,1,-0.08385416667,0.1407407407,1,-0.0140625,0.2032407407,1,-0.1580729167,0.175462963
4variation4001.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1088541667,0.1569444444,1,-0.09296875,0.1439814815,1,-0.01432291667,0.2037037037,1,-0.1572916667,0.1787037037
4variation4002.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1104166667,0.1560185185,1,-0.1013020833,0.149537037,1,-0.01458333333,0.2050925926,1,-0.15546875,0.1819444444
4variation4003.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1109375,0.1560185185,1,-0.1091145833,0.1541666667,1,-0.01510416667,0.2055555556,0,0,0
4variation4004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1096354167,0.1541666667,1,-0.1166666667,0.1578703704,1,-0.015625,0.2060185185,0,0,0
4variation4005.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1075520833,0.1537037037,1,-0.1231770833,0.1615740741,1,-0.01640625,0.2074074074,0,0,0
4variation4006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1036458333,0.1527777778,1,-0.1291666667,0.1657407407,1,-0.01744791667,0.2083333333,0,0,0
4variation4007.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09921875,0.1523148148,1,-0.134375,0.1680555556,1,-0.01822916667,0.2083333333,0,0,0
4variation4008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09348958333,0.1513888889,1,-0.1385416667,0.1717592593,1,-0.01953125,0.2097222222,0,0,0
4variation4009.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08723958333,0.150462963,1,-0.1419270833,0.175462963,1,-0.02083333333,0.2115740741,0,0,0
4variation4010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0796875,0.1486111111,1,-0.1447916667,0.1777777778,1,-0.02265625,0.2115740741,0,0,0
4variation4011.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07109375,0.1476851852,1,-0.1466145833,0.1810185185,1,-0.02447916667,0.2125,0,0,0
4variation4012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0.1472222222,1,-0.1479166667,0.1837962963,1,-0.02630208333,0.2134259259,0,0,0
4variation4013.jpg,0,0,0,0,0,0,0,0,0,1,0.10859375,0.1685185185,1,0.053125,0.1472222222,1,-0.1479166667,0.1865740741,1,-0.028125,0.2152777778,0,0,0
4variation4014.jpg,0,0,0,0,0,0,0,0,0,1,0.1072916667,0.1680555556,1,0.04427083333,0.1467592593,1,-0.1471354167,0.1902777778,1,-0.02994791667,0.2166666667,0,0,0
4variation4015.jpg,0,0,0,0,0,0,0,0,0,1,0.1049479167,0.1680555556,1,0.03411458333,0.1486111111,1,-0.14609375,0.1944444444,1,-0.03203125,0.2180555556,0,0,0
4variation4016.jpg,0,0,0,0,0,0,0,0,0,1,0.1018229167,0.1675925926,1,0.02421875,0.149537037,1,-0.14453125,0.1986111111,1,-0.03359375,0.2189814815,0,0,0
4variation4017.jpg,0,0,0,0,0,0,0,0,0,1,0.09869791667,0.1671296296,1,0.01354166667,0.1509259259,1,-0.1421875,0.2013888889,1,-0.03489583333,0.2203703704,0,0,0
4variation4018.jpg,0,0,0,0,0,0,0,0,0,1,0.09453125,0.1671296296,1,0.00390625,0.1537037037,1,-0.13984375,0.2055555556,1,-0.03619791667,0.2222222222,0,0,0
4variation4019.jpg,0,0,0,0,0,0,0,0,0,1,0.09036458333,0.1671296296,1,-0.005729166667,0.1555555556,1,-0.1359375,0.2074074074,1,-0.03671875,0.2231481481,0,0,0
4variation4020.jpg,0,0,0,0,0,0,0,0,0,1,0.08619791667,0.1675925926,1,-0.0140625,0.1583333333,1,-0.13203125,0.2097222222,1,-0.03697916667,0.2236111111,0,0,0
4variation4021.jpg,0,0,0,0,0,0,0,0,0,1,0.0828125,0.1675925926,1,-0.02135416667,0.1601851852,1,-0.12734375,0.2111111111,1,-0.03671875,0.225462963,0,0,0
4variation4022.jpg,0,0,0,0,0,0,0,0,0,1,0.0796875,0.1675925926,1,-0.02682291667,0.162037037,1,-0.12265625,0.2115740741,1,-0.03671875,0.2305555556,0,0,0
4variation4023.jpg,0,0,0,0,0,0,0,0,0,1,0.07760416667,0.1680555556,1,-0.03072916667,0.1643518519,1,-0.1174479167,0.2134259259,0,0,0,0,0,0
4variation4024.jpg,0,0,0,0,0,0,0,0,0,1,0.0765625,0.1689814815,1,-0.03307291667,0.1662037037,1,-0.1138020833,0.2134259259,0,0,0,0,0,0
4variation4025.jpg,0,0,0,0,0,0,0,0,0,1,0.07604166667,0.1689814815,1,-0.034375,0.1671296296,1,-0.1106770833,0.2143518519,0,0,0,0,0,0
4variation4026.jpg,0,0,0,0,0,0,0,0,0,1,0.07630208333,0.1689814815,1,-0.03463541667,0.1680555556,1,-0.1072916667,0.2171296296,0,0,0,0,0,0
4variation4027.jpg,0,0,0,0,0,0,0,0,0,1,0.07708333333,0.1694444444,1,-0.03359375,0.1685185185,1,-0.1046875,0.2162037037,0,0,0,0,0,0
4variation4028.jpg,0,0,0,0,0,0,0,0,0,1,0.07838541667,0.1694444444,1,-0.03255208333,0.1694444444,1,-0.1026041667,0.2162037037,0,0,0,0,0,0
4variation4029.jpg,0,0,0,0,0,0,0,0,0,1,0.07994791667,0.1694444444,1,-0.03072916667,0.1694444444,1,-0.1010416667,0.2152777778,0,0,0,0,0,0
4variation4030.jpg,0,0,0,0,0,0,0,0,0,1,0.08125,0.1694444444,1,-0.02890625,0.1694444444,1,-0.09947916667,0.2152777778,0,0,0,0,0,0
